numero_obra,nombre_obra,uoc_codigo,uoc_descripcion,organismo_codigo_saf,organismo_nombre,expediente_procedimiento_numero,renglon_numero,renglon_descripcion,provincia_id,provincia_nombre,departamento_id,departamento_nombre,localidad_id,localidad_nombre
81-0009-OBR18,PALACIO NACIONAL DE LAS ARTES - PALAIS DE GLACE,81/000,81/000 - Dirección General del Servicio Administrativo Financiero - MIOPyV,325,325 - Ministerio del Interior,9891,4.2.1-7003.11,CONST. CIVIL PRIVADA; DESCRIPCION: REMODELACION DE EDIFICIO,152,CIUDAD DE BUENOS AIRES,94196,CIUDAD DE BUENOS AIRES,8585,CIUDAD DE BUENOS AIRES
74-0011-OBR18,Mejoramiento y reparacion Camino Acceso Cerro Tronador - PN Nahuel Huapi,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,9953,4.2.1-7003.58,CONST. CIVIL PRIVADA; DESCRIPCION: OBRA CIVIL,163,RIO NEGRO,94131,BARILOCHE,13884,SAN CARLOS DE BARILOCHE
279-0001-OBR19,Construcción de cinco aulas para el ISSA sito en Ezeiza Buenos Aires,279/000,279/000 - Departamento de Compras - PSA,382,382 - Policia de Seguridad Aeroportuaria,9981,4.2.1-7003.45,CONST. CIVIL PRIVADA; DESCRIPCION: CONSTRUCCION DE AULA,148,BUENOS AIRES,94254,EZEIZA,4864,JOSE MARIA EZEIZA
81-0001-OBR19,Construcción de oficinas del Estado Nacional 1° etapa,81/000,81/000 - Dirección General del Servicio Administrativo Financiero - MIOPyV,325,325 - Ministerio del Interior,9982,4.2.1-7003.12,CONST. CIVIL PRIVADA; DESCRIPCION: CONSTRUCCION DE EDIFICIO,148,BUENOS AIRES,94594,VICENTE LOPEZ,5470,VILLA MARTELLI
81-0001-OBR19,Construcción de oficinas del Estado Nacional 1° etapa,81/000,81/000 - Dirección General del Servicio Administrativo Financiero - MIOPyV,325,325 - Ministerio del Interior,9983,4.2.1-7003.12,CONST. CIVIL PRIVADA; DESCRIPCION: CONSTRUCCION DE EDIFICIO,148,BUENOS AIRES,94594,VICENTE LOPEZ,5470,VILLA MARTELLI
279-0002-OBR19,Impermeabilización y reparación integral de las cubiertas del Edificio ex Base Aeronaval Ezeiza,279/000,279/000 - Departamento de Compras - PSA,382,382 - Policia de Seguridad Aeroportuaria,9998,4.2.1-7003.58,CONST. CIVIL PRIVADA; DESCRIPCION: OBRA CIVIL,148,BUENOS AIRES,94254,EZEIZA,4861,AEROPUERTO INTERNACIONAL EZEIZA
451-0001-OBR19,METROBUS RUTA 8 - 2DA ETAPA,451/000,451/000 - Dirección de Contratación de Bienes y Servicios - MTR,327,327 - Ministerio de Transporte,9996,4.2.2-6986.4,CONSTRUCCION DE CALLES; DESCRIPCION: SIN VALOR,148,BUENOS AIRES,94303,GENERAL SAN MARTIN,6471,VILLA BALLESTER
279-0003-OBR19,"Impermeabilización y reparación de la cubierta del Edificio UOESA, sito en Ezeiza Buenos Aires",279/000,279/000 - Departamento de Compras - PSA,382,382 - Policia de Seguridad Aeroportuaria,10001,4.2.1-7003.58,CONST. CIVIL PRIVADA; DESCRIPCION: OBRA CIVIL,148,BUENOS AIRES,94254,EZEIZA,4861,AEROPUERTO INTERNACIONAL EZEIZA
451-0002-OBR19,METROBUS FLORENCIO VARELA,451/000,451/000 - Dirección de Contratación de Bienes y Servicios - MTR,327,327 - Ministerio de Transporte,10014,4.2.2-6986.4,CONSTRUCCION DE CALLES; DESCRIPCION: SIN VALOR,148,BUENOS AIRES,94261,FLORENCIO VARELA,4869,FLORENCIO VARELA
39-0001-OBR19,CONSTRUCCIÓN DE UN EDIFICIO PARA EL POLO LOGÍSTICO POSADAS.,39,39 - Dirección General de Administración- PNA,380,380 - Prefectura Naval Argentina,10040,4.2.1-7003.12,CONST. CIVIL PRIVADA; DESCRIPCION: CONSTRUCCION DE EDIFICIO,161,MISIONES,94168,CAPITAL,13406,POSADAS
81-0002-OBR19,SALADO IV - TRAMOS 3 Y 4,81/000,81/000 - Dirección General del Servicio Administrativo Financiero - MIOPyV,325,325 - Ministerio del Interior,10051,4.2.2-7690.1,OBRA HIDRICA; DESCRIPCION: OBRA HIDRICA,152,CIUDAD DE BUENOS AIRES,94196,CIUDAD DE BUENOS AIRES,8585,CIUDAD DE BUENOS AIRES
81-0002-OBR19,SALADO IV - TRAMOS 3 Y 4,81/000,81/000 - Dirección General del Servicio Administrativo Financiero - MIOPyV,325,325 - Ministerio del Interior,10052,4.2.2-7690.1,OBRA HIDRICA; DESCRIPCION: OBRA HIDRICA,152,CIUDAD DE BUENOS AIRES,94196,CIUDAD DE BUENOS AIRES,8585,CIUDAD DE BUENOS AIRES
81-0003-OBR19,SALADO IV - TRAMOS 3 Y 4,81/000,81/000 - Dirección General del Servicio Administrativo Financiero - MIOPyV,325,325 - Ministerio del Interior,10051,4.2.2-7690.1,OBRA HIDRICA; DESCRIPCION: OBRA HIDRICA,152,CIUDAD DE BUENOS AIRES,94196,CIUDAD DE BUENOS AIRES,8585,CIUDAD DE BUENOS AIRES
81-0003-OBR19,SALADO IV - TRAMOS 3 Y 4,81/000,81/000 - Dirección General del Servicio Administrativo Financiero - MIOPyV,325,325 - Ministerio del Interior,10052,4.2.2-7690.1,OBRA HIDRICA; DESCRIPCION: OBRA HIDRICA,152,CIUDAD DE BUENOS AIRES,94196,CIUDAD DE BUENOS AIRES,8585,CIUDAD DE BUENOS AIRES
39-0002-OBR19,"AMPLIACION Y REMODELACION DE BAÑOS Y VESTUARIOS CUADRA ALFA/BRAVO, EN LOS INSTITUTOS DE FORMACION",39,39 - Dirección General de Administración- PNA,380,380 - Prefectura Naval Argentina,10060,4.2.1-7003.24,CONST. CIVIL PRIVADA; DESCRIPCION: REMODELACION DE BAÑO,148,BUENOS AIRES,94603,ZARATE,5527,ZARATE
14-0001-OBR19,"CONSTRUCCION DE OFICINAS Y LOCALES NIVEL + 8,00 TANDAR",14,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,10097,4.2.1-7003.33,CONST. CIVIL PRIVADA; DESCRIPCION: CONSTRUCCION DE LOCAL,148,BUENOS AIRES,94303,GENERAL SAN MARTIN,6486,VILLA MAIPU
39-0003-OBR19,CONSTRUCCIÓN DE UN (1) EDIFICIO PARA LA PREFECTURA ITATÍ,39,39 - Dirección General de Administración- PNA,380,380 - Prefectura Naval Argentina,10136,4.2.1-7003.12,CONST. CIVIL PRIVADA; DESCRIPCION: CONSTRUCCION DE EDIFICIO,154,CORRIENTES,94336,ITATI,10322,ITATI
46/1-0001-OBR20,"ALTEO Y RECONST. DE LA CALZADA RNNº 3-TRAMO CNEL. DORREGO-EMP. RNNº 249 KM 607,56-KM 608,63",46/01,46/01 - 19° Bahía Blanca - DNV,604,604 - Dirección Nacional de Vialidad,10236,4.2.2-10008.19,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: RECONSTRUCCION",148,BUENOS AIRES,94227,CORONEL DORREGO,5698,CALVO
46/17-0002-OBR20,RN 12 -BACHEO CON MEZCLA BITUMINOSA TIPO CONCRETO ASFÁLTICO EN CALIENTE.,46/17,46/17 - 17° Entre Rios - DNV,604,604 - Dirección Nacional de Vialidad,10248,4.2.2-10008.33,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: OTROS TIPOS RESOLUCION 2141/17",155,ENTRE RIOS,94420,NOGOYA,11014,NOGOYA
46/17-0002-OBR20,RN 12 -BACHEO CON MEZCLA BITUMINOSA TIPO CONCRETO ASFÁLTICO EN CALIENTE.,46/17,46/17 - 17° Entre Rios - DNV,604,604 - Dirección Nacional de Vialidad,10248,4.2.2-10008.33,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: OTROS TIPOS RESOLUCION 2141/17",155,ENTRE RIOS,94430,PARANA,11063,CRESPO
46/17-0002-OBR20,RN 12 -BACHEO CON MEZCLA BITUMINOSA TIPO CONCRETO ASFÁLTICO EN CALIENTE.,46/17,46/17 - 17° Entre Rios - DNV,604,604 - Dirección Nacional de Vialidad,10255,4.2.2-10008.33,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: OTROS TIPOS RESOLUCION 2141/17",155,ENTRE RIOS,94420,NOGOYA,11014,NOGOYA
46/17-0002-OBR20,RN 12 -BACHEO CON MEZCLA BITUMINOSA TIPO CONCRETO ASFÁLTICO EN CALIENTE.,46/17,46/17 - 17° Entre Rios - DNV,604,604 - Dirección Nacional de Vialidad,10255,4.2.2-10008.33,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: OTROS TIPOS RESOLUCION 2141/17",155,ENTRE RIOS,94430,PARANA,11063,CRESPO
74-0001-OBR20,Construcción de Galpón - Taller en el Parque Nacional Lihue Calel,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,10284,4.2.1-7003.58,CONST. CIVIL PRIVADA; DESCRIPCION: OBRA CIVIL,158,LA PAMPA,94373,LIHUEL CALEL,12369,LIHUEL CALEL
46-0003-OBR20,PROYECTO: RUTA NACIONAL N° 12.  ACCESO PARANÁ – SAN BENITO POR AUTOPISTA.  OBRA: VINCULACIÓN RUTA NACIONAL N° 12 CON AV. CIRCUNVALACIÓN DE PARANÁ.  RUTA NACIONAL N° 12.  TRAMO: PUENTE S/ A° SAUCESITO – AV. ALMAFUERTE.  PROVINCIA DE ENTRE RÍOS.,46/000,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10288,4.2.2-10008.3,"OBRAS VIALIDAD NACIONAL; TIPO: AUTOPISTAS Y AUTOVIAS, DESCRIPCION: CONSTR. AUTOPISTA TRAZA NUEVA",155,ENTRE RIOS,94430,PARANA,11073,PARANA
46/8-0004-OBR20,R.N. N° 79; TRAMO: OLTA – CHAMICAL EMP. RN38; BACHEO SUPERFICIAL,46/08,46/08 - 8° La Rioja - DNV,604,604 - Dirección Nacional de Vialidad,10083,4.2.2-9990.1,BACHEO DE RUTA; DESCRIPCION: BACHEO DE RUTA,159,LA RIOJA,94278,GENERAL BELGRANO,12488,OLTA
46/8-0004-OBR20,R.N. N° 79; TRAMO: OLTA – CHAMICAL EMP. RN38; BACHEO SUPERFICIAL,46/08,46/08 - 8° La Rioja - DNV,604,604 - Dirección Nacional de Vialidad,10083,4.2.2-9990.1,BACHEO DE RUTA; DESCRIPCION: BACHEO DE RUTA,159,LA RIOJA,94185,CHAMICAL,12757,CHAMICAL
46/8-0004-OBR20,R.N. N° 79; TRAMO: OLTA – CHAMICAL EMP. RN38; BACHEO SUPERFICIAL,46/08,46/08 - 8° La Rioja - DNV,604,604 - Dirección Nacional de Vialidad,10210,4.2.2-9990.1,BACHEO DE RUTA; DESCRIPCION: BACHEO DE RUTA,159,LA RIOJA,94278,GENERAL BELGRANO,12488,OLTA
46/8-0004-OBR20,R.N. N° 79; TRAMO: OLTA – CHAMICAL EMP. RN38; BACHEO SUPERFICIAL,46/08,46/08 - 8° La Rioja - DNV,604,604 - Dirección Nacional de Vialidad,10210,4.2.2-9990.1,BACHEO DE RUTA; DESCRIPCION: BACHEO DE RUTA,159,LA RIOJA,94185,CHAMICAL,12757,CHAMICAL
46/8-0004-OBR20,R.N. N° 79; TRAMO: OLTA – CHAMICAL EMP. RN38; BACHEO SUPERFICIAL,46/08,46/08 - 8° La Rioja - DNV,604,604 - Dirección Nacional de Vialidad,10290,4.2.2-9990.1,BACHEO DE RUTA; DESCRIPCION: BACHEO DE RUTA,159,LA RIOJA,94278,GENERAL BELGRANO,12488,OLTA
46/8-0004-OBR20,R.N. N° 79; TRAMO: OLTA – CHAMICAL EMP. RN38; BACHEO SUPERFICIAL,46/08,46/08 - 8° La Rioja - DNV,604,604 - Dirección Nacional de Vialidad,10290,4.2.2-9990.1,BACHEO DE RUTA; DESCRIPCION: BACHEO DE RUTA,159,LA RIOJA,94185,CHAMICAL,12757,CHAMICAL
46/8-0005-OBR20,R.N. Nº 79; TRAMO: EMP. R.N. 38 – LTE. LA RIOJA/CATAMARCA; BACHEO SUPERFICIAL,46/08,46/08 - 8° La Rioja - DNV,604,604 - Dirección Nacional de Vialidad,10240,4.2.2-9990.1,BACHEO DE RUTA; DESCRIPCION: BACHEO DE RUTA,159,LA RIOJA,94185,CHAMICAL,12757,CHAMICAL
46/8-0005-OBR20,R.N. Nº 79; TRAMO: EMP. R.N. 38 – LTE. LA RIOJA/CATAMARCA; BACHEO SUPERFICIAL,46/08,46/08 - 8° La Rioja - DNV,604,604 - Dirección Nacional de Vialidad,10291,4.2.2-9990.1,BACHEO DE RUTA; DESCRIPCION: BACHEO DE RUTA,159,LA RIOJA,94185,CHAMICAL,12757,CHAMICAL
46/12-0006-OBR20,"Obra de conservación mejorativa ""Ejecución de bacheo y microaglomerado asfáltico en frío RN Nº 237""""",46/12,46/12 - 12° Neuquen - DNV,604,604 - Dirección Nacional de Vialidad,10286,4.2.2-10008.23,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANTENIMIENTO DE RUTINA",162,NEUQUEN,94198,COLLON CURA,13647,PIEDRA DEL AGUILA
46/8-0007-OBR20,R.N. Nº 141; TRAMO: CHEPES - LTE. LA RIOJA/SAN JUAN; BACHEO SUPERFICIAL,46/08,46/08 - 8° La Rioja - DNV,604,604 - Dirección Nacional de Vialidad,10211,4.2.2-9990.1,BACHEO DE RUTA; DESCRIPCION: BACHEO DE RUTA,159,LA RIOJA,94492,ROSARIO VERA PEÑALOZA,12824,CHEPES
46/8-0007-OBR20,R.N. Nº 141; TRAMO: CHEPES - LTE. LA RIOJA/SAN JUAN; BACHEO SUPERFICIAL,46/08,46/08 - 8° La Rioja - DNV,604,604 - Dirección Nacional de Vialidad,10289,4.2.2-9990.1,BACHEO DE RUTA; DESCRIPCION: BACHEO DE RUTA,159,LA RIOJA,94492,ROSARIO VERA PEÑALOZA,12824,CHEPES
34-0001-OBR20,Adecuación del edificio de la calle Alsina 470 CABA para reubicar el Tribunal Fiscal de la Nación,34/000,34/000 - Dirección General de Administración - MHA,357,357 - Ministerio de Economía,10302,4.2.1-7003.11,CONST. CIVIL PRIVADA; DESCRIPCION: REMODELACION DE EDIFICIO,152,CIUDAD DE BUENOS AIRES,94196,CIUDAD DE BUENOS AIRES,8585,CIUDAD DE BUENOS AIRES
40/31-0001-OBR20,REPARACIÓN GENERAL Y MODERNIZACIÓN ASCENSOR N° 8 (MONTACARGAS) - EDIFICIO ALAS - C.A.B.A.,40/031,40/031 - OUC INFRA,381,381 - Estado Mayor General de La Fuerza Aérea,10345,3.3.1-6177.1,MANT. Y REPAR. DE EDIFICIO; DESCRIPCION: MANT. Y REPARACION DE EDIFICIO,152,CIUDAD DE BUENOS AIRES,94196,CIUDAD DE BUENOS AIRES,8585,CIUDAD DE BUENOS AIRES
40/31-0001-OBR20,REPARACIÓN GENERAL Y MODERNIZACIÓN ASCENSOR N° 8 (MONTACARGAS) - EDIFICIO ALAS - C.A.B.A.,40/031,40/031 - OUC INFRA,381,381 - Estado Mayor General de La Fuerza Aérea,10346,4.3.2-152.16,"MONTACARGAS; TIPO: ELECTRICO, VELOCIDAD: 5,5 Km/h, N° PARADAS: SEGUN PROYECTO, DIM. DEL PLANO DE APOYO: 1150 X 540 mm, CAPACIDAD DE CARGA: 1500 Kg",152,CIUDAD DE BUENOS AIRES,94196,CIUDAD DE BUENOS AIRES,8585,CIUDAD DE BUENOS AIRES
40/31-0001-OBR20,REPARACIÓN GENERAL Y MODERNIZACIÓN ASCENSOR N° 8 (MONTACARGAS) - EDIFICIO ALAS - C.A.B.A.,40/031,40/031 - OUC INFRA,381,381 - Estado Mayor General de La Fuerza Aérea,10347,4.3.9-1296.14,"MATAFUEGOS; AGENTE EXTINTOR: ANHIDRIDO CARBONICO, CAPACIDAD: 5 Kg, ACCESORIO: SIN VALOR, TIPO: BC",152,CIUDAD DE BUENOS AIRES,94196,CIUDAD DE BUENOS AIRES,8585,CIUDAD DE BUENOS AIRES
40/31-0002-OBR20,REPARACION PARCIAL ALA OESTE - CENTRO CIVICO - ETAPA I - GUARNICION AEREA CORDOBA - PCIA. DE CORDOBA,40/031,40/031 - OUC INFRA,381,381 - Estado Mayor General de La Fuerza Aérea,10353,3.3.1-6177.1,MANT. Y REPAR. DE EDIFICIO; DESCRIPCION: MANT. Y REPARACION DE EDIFICIO,153,CORDOBA,94165,CAPITAL,8941,CORDOBA
46/13-0001-OBR21,OBRA DE CONSERVACIÓN MEJORATIVA RNN° 25 - TRAMO: TRELEW - EMP. RNN° 3 - LAS CHAPAS.,46/13,46/13 - 13° Chubut - DNV,604,604 - Dirección Nacional de Vialidad,10403,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",151,CHUBUT,94268,GAIMAN,8514,GAIMAN
46/13-0001-OBR21,OBRA DE CONSERVACIÓN MEJORATIVA RNN° 25 - TRAMO: TRELEW - EMP. RNN° 3 - LAS CHAPAS.,46/13,46/13 - 13° Chubut - DNV,604,604 - Dirección Nacional de Vialidad,10403,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",151,CHUBUT,94268,GAIMAN,8513,DOLAVON
14-0001-OBR21,CONSTRUCCIÓN Y MONTAJE DE CUBIERTA METÁLICA PARA RECINTO DEL ACELERADOR DE IONES DEL CAC - GAIYANN,14,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,10397,4.2.1-7003.2,CONST. CIVIL PRIVADA; DESCRIPCION: TECHO METALICO,148,BUENOS AIRES,94303,GENERAL SAN MARTIN,6486,VILLA MAIPU
46/13-0002-OBR21,OBRA DE CONSERVACIÓN MEJORATIVA RNN° 40 - PROVINCIA DE CHUBUT - TRAMO: EMP. RN26 - LOS TAMARISCOS.,46/13,46/13 - 13° Chubut - DNV,604,604 - Dirección Nacional de Vialidad,10410,4.2.2-10008.17,"OBRAS VIALIDAD NACIONAL; TIPO: REHABILITACION DE RUTA, DESCRIPCION: REPAVIMENTACION",151,CHUBUT,94480,RIO SENGUER,8555,LOS TAMARISCOS
46/11-0003-OBR21,VIALIDAD NACIONAL,46/11,46/11 - 11° Catamarca - DNV,604,604 - Dirección Nacional de Vialidad,10433,4.2.2-10008.28,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MICROAGLOMERADO",149,CATAMARCA,94132,BELEN,7280,LAS CUEVAS
46/11-0004-OBR21,VIALIDAD NACIONAL,46/11,46/11 - 11° Catamarca - DNV,604,604 - Dirección Nacional de Vialidad,10434,4.2.2-10008.28,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MICROAGLOMERADO",149,CATAMARCA,94543,SANTA MARIA,7611,PALO SECO
74-0001-OBR21,Refacción y mejoramiento del Edificio Intendencia Parque Nacional Ciervos de los Pantanos,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,10441,4.2.1-7003.11,CONST. CIVIL PRIVADA; DESCRIPCION: REMODELACION DE EDIFICIO,148,BUENOS AIRES,94154,CAMPANA,5242,CAMPANA
46/14-0005-OBR21,ACCESO CANALIZADO - LOCALIDAD DE NOGOLI,46/14,46/14 - 14° San Luis - DNV,604,604 - Dirección Nacional de Vialidad,10438,4.2.2-10008.38,"OBRAS VIALIDAD NACIONAL; TIPO: OBRA DE SEGURIDAD, DESCRIPCION: INTERSECCION CANALIZADA",166,SAN LUIS,94134,BELGRANO,15480,NOGOLI
46/14-0006-OBR21,REFUERZO DE PILAS EN PUENTE LOS CORRALES,46/14,46/14 - 14° San Luis - DNV,604,604 - Dirección Nacional de Vialidad,10437,4.2.2-7707.1,CONST. DE PUENTE; DESCRIPCION: CONSTRUCCION DE PUENTE,166,SAN LUIS,94124,AYACUCHO,15441,LUJAN
74-0002-OBR21,Refuncionalizacion Ex Hotel Majestic - Etapa 1,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,10485,4.2.1-7003.58,CONST. CIVIL PRIVADA; DESCRIPCION: OBRA CIVIL,152,CIUDAD DE BUENOS AIRES,94196,CIUDAD DE BUENOS AIRES,8585,CIUDAD DE BUENOS AIRES
501-0001-OBR21,MHN - CASA DEL PUENTE - CASA SOBRE EL ARROYO,501/000,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10482,4.2.1-7003.58,CONST. CIVIL PRIVADA; DESCRIPCION: OBRA CIVIL,148,BUENOS AIRES,94299,GENERAL PUEYRREDON,6449,MAR DEL PLATA
46/18-0007-OBR21,RUTA NACIONAL Nº11 – EMPALME RP56 ILUMINACIÓN DE INTERSECCIÓN CANALIZADA. Provincia del Chaco,46/18,46/18 - 18° Chaco - DNV,604,604 - Dirección Nacional de Vialidad,10506,4.2.2-10008.39,"OBRAS VIALIDAD NACIONAL; TIPO: OBRA DE SEGURIDAD, DESCRIPCION: ADECUACION DE INTERSECCION",150,CHACO,94140,BERMEJO,8171,LAS PALMAS
14-0002-OBR21,PINTURA EPOXI DE LOS EDIFICIOS DEL PROYECTO RA-10,14,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,10509,4.2.1-7003.43,CONST. CIVIL PRIVADA; DESCRIPCION: SERVICIO DE PINTURA,148,BUENOS AIRES,94254,EZEIZA,4864,JOSE MARIA EZEIZA
46/18-0008-OBR21,CONSTRUCCIÓN DE ALCANTARILLA DE LUCES MULTIPLES - RUTA NACIONAL Nº 89 - Provincia del Chaco. Tr: Gra,46/18,46/18 - 18° Chaco - DNV,604,604 - Dirección Nacional de Vialidad,10507,4.2.2-10008.53,"OBRAS VIALIDAD NACIONAL; TIPO: OBRAS ESPECIALES, DESCRIPCION: OBRAS HIDRAULICAS",150,CHACO,94606,12 DE octubre,8228,GENERAL PINEDO
74-0003-OBR21,Construcción de Sanitarios en el Parque Nacional El Palmar,74/00,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,10511,4.2.1-7003.58,CONST. CIVIL PRIVADA; DESCRIPCION: OBRA CIVIL,155,ENTRE RIOS,94200,COLON,10861,UBAJAY
46/19-0009-OBR21,"PROVISION Y COLOCACION DE LAS PASARELAS PEATONALES en RN.N° 8 - Km 83,12 y Km 95 - Pcia. Bs As.",46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10473,4.2.2-10008.41,"OBRAS VIALIDAD NACIONAL; TIPO: OBRA DE SEGURIDAD, DESCRIPCION: PASARELA PEATONAL",148,BUENOS AIRES,94253,EXALTACION DE LA CRUZ,4858,PARADA ROBLES
46/19-0009-OBR21,"PROVISION Y COLOCACION DE LAS PASARELAS PEATONALES en RN.N° 8 - Km 83,12 y Km 95 - Pcia. Bs As.",46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10473,4.2.2-10008.41,"OBRAS VIALIDAD NACIONAL; TIPO: OBRA DE SEGURIDAD, DESCRIPCION: PASARELA PEATONAL",148,BUENOS AIRES,94500,SAN ANDRES DE GILES,6902,SOLIS
46/19-0009-OBR21,"PROVISION Y COLOCACION DE LAS PASARELAS PEATONALES en RN.N° 8 - Km 83,12 y Km 95 - Pcia. Bs As.",46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10498,4.2.2-10008.41,"OBRAS VIALIDAD NACIONAL; TIPO: OBRA DE SEGURIDAD, DESCRIPCION: PASARELA PEATONAL",148,BUENOS AIRES,94253,EXALTACION DE LA CRUZ,4858,PARADA ROBLES
46/19-0009-OBR21,"PROVISION Y COLOCACION DE LAS PASARELAS PEATONALES en RN.N° 8 - Km 83,12 y Km 95 - Pcia. Bs As.",46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10498,4.2.2-10008.41,"OBRAS VIALIDAD NACIONAL; TIPO: OBRA DE SEGURIDAD, DESCRIPCION: PASARELA PEATONAL",148,BUENOS AIRES,94500,SAN ANDRES DE GILES,6902,SOLIS
46/19-0010-OBR21,REPARACION DE VIGA y PROV. Y COLOC. DE PORTICO LIMITADOR DE ALTURA. PTE. S/ LAS FLORES - AVELLANEDA,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10504,4.2.2-10008.24,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANT. DE PUENTES/ALCANTARILLAS",148,BUENOS AIRES,94121,AVELLANEDA,5341,WILDE
46/19-0011-OBR21,REACONDICIONAMIENTO SISTEMA DE ILUMINACION ROTONDA RN 3 Y RP 6 CAÑUELAS PCIA. DE BUENOS AIRES,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10514,4.2.2-8181.1,INST. ALUMBRADO PUBLICO; DESCRIPCION: INST.ALUMB.PUBLICO,148,BUENOS AIRES,94156,CAÑUELAS,5257,CAÑUELAS
46/19-0011-OBR21,REACONDICIONAMIENTO SISTEMA DE ILUMINACION ROTONDA RN 3 Y RP 6 CAÑUELAS PCIA. DE BUENOS AIRES,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10523,4.2.2-8181.1,INST. ALUMBRADO PUBLICO; DESCRIPCION: INST.ALUMB.PUBLICO,148,BUENOS AIRES,94156,CAÑUELAS,5257,CAÑUELAS
46/15-0012-OBR21,"Construcción de Pasarela Peatonal-RN Nº14-Prog.:871,70 Oberá-Misiones",46/15,46/15 - 15° Misiones - DNV,604,604 - Dirección Nacional de Vialidad,10530,4.2.2-8170.1,CONST. PASARELA PEATONAL; DESCRIPCION: CONSTRUCCION PASARELA PEATONAL,161,MISIONES,94424,OBERA,13247,OBERA
46/19-0013-OBR21,ARQUITECTURA,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10534,4.2.2-9849.1,CONST. DE TECHO TECNICO ; DESCRIPCION: CONST. DE TECHO TECNICO,152,CIUDAD DE BUENOS AIRES,94196,CIUDAD DE BUENOS AIRES,8585,CIUDAD DE BUENOS AIRES
46/19-0013-OBR21,ARQUITECTURA,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10534,4.2.2-9849.1,CONST. DE TECHO TECNICO ; DESCRIPCION: CONST. DE TECHO TECNICO,148,BUENOS AIRES,94121,AVELLANEDA,5086,DOCK SUD
46/9-0014-OBR21,"Demolición y reconstrucción de alcantarilla, mejoramiento de cauce y obras complementarias.-",46/09,46/09 - 9° San Juan - DNV,604,604 - Dirección Nacional de Vialidad,10528,4.2.2-10008.24,"OBRAS VIALIDAD NACIONAL; TIPO: MANT Y CONSERVACION MEJORATIVA, DESCRIPCION: MANT. DE PUENTES/ALCANTARILLAS",165,SAN JUAN,94153,CALINGASTA,15136,BARREAL
