procedimiento_numero,procedimiento_nombre,uoc_codigo,uoc_descripcion,organismo_codigo_saf,organismo_nombre,expediente_procedimiento_numero,procedimiento_estado,procedimiento_objeto,procedimiento_tipo,solicitud_de_contratacion_numero,financiamiento_fuente_prev,sistema_contratacion,presupuesto_oficial_monto,pliego_condiciones_generales_numero_gedo,pliego_condiciones_particulares_numero_gedo,publicacion_contratar_fecha,publicacion_bora_fecha,publicacion_cantidad_dias,consultas_inicio_fecha,consultas_fin_fecha
279-0010-LPU18,Impermeabilización y reparación integral de las cubiertas del Edificio ex Base Aeronaval Ezeiza,279/0,279/000 - Departamento de Compras - PSA,382,382 - Policia de Seguridad Aeroportuaria,EE-10950,Adjudicado,Impermeabilización y reparación integral de las cubiertas del Edificio ex Base Aeronaval Ezeiza,Licitación Pública,279-32-SCO18,,Ajuste Alzado;,2800000.0,PLIEG-2018-45585996-APN-DDA#PSA,,2018-10-11 8:01:00,2018-10-11 8:00:00,15,2018-10-11 8:05:00,2018-10-29 12:00:00
74-0014-LPU18,CONSTRUCCIÓN DE INTENDENCIA PARA EL PARQUE INTERJURISDICCIONAL MARINO MAKENKE EN PUERTO SAN JULIAN,74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EE-10944,Desierto,CONSTRUCCIÓN DE INTENDENCIA PARA EL PARQUE INTERJURISDICCIONAL MARINO MAKENKE EN PUERTO SAN JULIAN,Licitación Pública,74-143-SCO18,,Ajuste Alzado;,8306592.0,RS-2018-39609030-APN-D#APNAC,,2018-10-16 9:01:00,2018-10-16 9:00:00,15,2018-10-17 9:00:00,2018-11-15 17:00:00
81-0021-LPU18,Construcción de oficinas del Estado Nacional 1° etapa,81/0,81/100 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN,325,325 - Ministerio del Interior,EE-10942,Adjudicado,Construcción de oficinas del Estado Nacional 1° etapa,Licitación Pública,81-85-SCO18,1.1,Ajuste Alzado;,357781946.43,PLIEG-2018-22794903-APN-MI,PLIEG-2018-50232367-APN-DNPYDOP#MI,2018-10-22 7:01:00,2018-10-22 7:00:00,15,2018-10-22 10:00:00,2018-11-09 15:00:00
279-0011-LPU18,REACONDICIONAMIENTO DE OFICINAS PARA OBSERVACIONES JUDICIALES UBICADO EN EZEIZA BUENOS AIRES,279/0,279/000 - Departamento de Compras - PSA,382,382 - Policia de Seguridad Aeroportuaria,EE-10955,Adjudicado,REACONDICIONAMIENTO DE OFICINAS PARA OBSERVACIONES JUDICIALES UBICADO EN EZEIZA BUENOS AIRES,Licitación Pública,279-37-SCO18,,Ajuste Alzado;,1452000.0,PLIEG-2018-50641976-APN-DDA#PSA,,2018-10-25 8:01:00,2018-10-25 8:00:00,15,2018-10-25 8:05:00,2018-11-09 12:00:00
81-0025-LPU18,Puesta en Valor y Refuncionalización del Edificio de Correos de la ciudad de Santa Fe,81/0,81/100 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN,325,325 - Ministerio del Interior,EE-10953,Fracasado,Puesta en Valor y Refuncionalización del Edificio de Correos de la ciudad de Santa Fe,Licitación Pública,81-66-SCO18,1.1,Ajuste Alzado;,75273967.29,PLIEG-2018-58311363-APN-DNPYDOP#MI,PLIEG-2018-58311363-APN-DNPYDOP#MI,2018-11-20 8:01:00,2018-11-20 8:00:00,15,2018-11-20 10:00:00,2018-12-17 15:00:00
46/18-0044-LPU18,PUESTA EN VALOR DE LAS INSTALACIONES DEL CAMPAMENTO ZONA ESTE-1º ETAPA- 18º DISTRITO CHACO,46/18,46/18 - 18° Chaco - DNV,604,604 - Dirección Nacional de Vialidad,EE-10951,Adjudicado,PUESTA EN VALOR DE LAS INSTALACIONES DEL CAMPAMENTO ZONA ESTE-1º ETAPA- 18º DISTRITO CHACO,Licitación Pública,46/18-2070-SCO18,1.5,Ajuste Alzado;,4941569.52,PLIEG-2018-54265999-APN-DCHA#DNV,PLIEG-2018-54265999-APN-DCHA#DNV,2018-11-28 8:01:00,2018-11-28 8:00:00,15,2018-11-28 9:00:00,2018-12-28 23:59:00
81/9-0041-CDI18,Operación y Mantenimiento SINARAME,81/9,81/9 - Recursos Hídricos,325,325 - Ministerio del Interior,EE-10957,Dejado Sin Efecto,"Provisión de servicios de operación, mantenimiento, capacitación de operadores, y puesta a punto de instalaciones del Sistema Nacional de Radares Meteorológicos (SINARAME).",Contratación Directa,81/9-100-SCO18,,Ajuste Alzado; Unidad de medida;,295316205.0,PLIEG-2018-54657151-APN-DSIRH#MI,PLIEG-2018-54660783-APN-DSIRH#MI,2018-12-20 13:01:01,,,2018-12-21 9:00:00,2019-01-04 19:00:00
14-0019-LPU18,"CONSTRUCCION DE OFICINAS Y LOCALES NIVEL + 8,00 TANDAR",14/0,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,EE-10956,Adjudicado,"CONSTRUCCION DE OFICINAS Y LOCALES NIVEL + 8,00 TANDAR",Licitación Pública,14-630-SCO18,1.5,Ajuste Alzado;,7350000.0,PLIEG-2018-53632224-APN-GAYF#CNEA,PLIEG-2018-67564217-APN-GAYF#CNEA,2018-12-28 10:01:00,2019-01-02 0:00:00,5,2019-01-02 10:00:00,2019-02-28 16:00:00
451-0016-LPU18,METROBUS RUTA 8 - 2DA ETAPA,451/0,451/000 - Dirección de Contrataciones,327,327 - Ministerio de Transporte,EE-10960,Adjudicado,METROBUS RUTA 8 - 2DA ETAPA,Licitación Pública,451-55-SCO18,1.5,Ajuste Alzado;,301652212.98,PLIEG-2018-58462635-APN-SECOT#MTR,PLIEG-2018-66704232-APN-SECOT#MTR,2019-01-02 8:01:00,,,2019-01-03 8:00:00,2019-01-29 19:00:00
14-0030-LPR18,MONTAJE DE TECGO METALICO,14/0,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,EE-10947,Dejado Sin Efecto,MONTAJE DE TECGO METALICO,Licitación Privada,14-549-SCO18,1.5,Ajuste Alzado;,3000000.0,PLIEG-2018-49022512-APN-GAYF#CNEA,IF-2018-58899950-APN-GAYF#CNEA,2019-01-07 10:01:00,2019-01-09 0:00:00,5,2019-01-11 10:00:00,2019-02-26 10:00:00
451-0001-LPU19,METROBUS FLORENCIO VARELA,451/0,451/000 - Dirección de Contrataciones,327,327 - Ministerio de Transporte,EE-10961,Adjudicado,METROBUS FLORENCIO VARELA,Licitación Pública,451-2-SCO19,1.5,Ajuste Alzado;,221533808.59,PLIEG-2019-3005785-APN-SECOT#MTR,PLIEG-2019-3004553-APN-SECOT#MTR,2019-01-22 8:01:00,2019-01-23 0:00:00,10,2019-01-22 10:00:00,2019-02-11 19:00:00
451-0005-LPU19,"Rehabilitación y mantenimiento vial, de aceras,red pluvial y refugios en la RMBA",451/0,451/000 - Dirección de Contrataciones,327,327 - Ministerio de Transporte,EE-10970,Adjudicado,"Rehabilitación y mantenimiento vial, de aceras,red pluvial y refugios en la RMBA",Licitación Pública,451-13-SCO19,1.5,Unidad de medida;,5197287339.85,PLIEG-2019-519464-APN-SECOT#MTR,PLIEG-2019-527849-APN-SECOT#MTR,2019-03-01 9:01:00,2019-03-06 0:00:00,10,2019-03-06 8:00:00,2019-04-03 23:59:00
81-0024-LPU18,PARROQUIA DE SAN PEDRO TELMO-ESTUDIOS,81/0,81/100 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN,325,325 - Ministerio del Interior,EE-10952,Disponible Para Adjudicar,"ESTUDIOS PREVIOS: ESTRUCTURAL; DE SUELOS PARA DETERMINAR RESISTENCIA, HUMEDAD Y COMPOSICIÓN; CON GEO-RADAR PARA DETECTAR VACÍOS Y ANOMALÍAS; DE PLUVIALES MEDIANTE CÁMARAS ENDOSCÓPICAS Y CATEOS; ANÁLISIS DE COMPONENTES Y ACCIONES PREVENTIVAS.",Licitación Pública,81-86-SCO18,1.1,Ajuste Alzado;,2515757.28,PLIEG-2018-22794903-APN-MI,PLIEG-2019-1416212-APN-DNPYDOP#MI,2019-03-23 0:01:00,2019-03-25 0:00:00,15,2019-03-25 10:00:00,2019-04-17 17:00:00
46/12-0005-LPU19,OBRA DE CONSERVACIÓN MEJORATIVA:EJECUCIÓN DE BACHEO Y MICROAGLOMERADO EN FRÍO RN Nº 237 NEUQUEN,46/12,46/12 - 12° Neuquen - DNV,604,604 - Dirección Nacional de Vialidad,EE-10967,Dejado Sin Efecto,OBRA DE CONSERVACIÓN MEJORATIVA:EJECUCIÓN DE BACHEO Y MICROAGLOMERADO EN FRÍO RN Nº 237 NEUQUEN,Licitación Pública,46/12-216-SCO19,1.5,Unidad de medida;,22855000.0,PLIEG-2019-9508195-APN-DNQ#DNV,PLIEG-2019-17108416-APN-DNQ#DNV,2019-04-12 0:01:00,2019-04-12 0:00:00,30,2019-04-15 8:00:00,2019-04-30 14:00:00
451-0009-LPU19,Concesión de la Estación Terminal de Ómnibus de Retiro de la C.A.B.A. (E.T.O.R.),451/0,451/000 - Dirección de Contrataciones,327,327 - Ministerio de Transporte,EE-11000,Dejado Sin Efecto,Concesión de la Estación Terminal de Ómnibus de Retiro de la C.A.B.A. (E.T.O.R.),Licitación Pública,451-25-SCO19,,Otros,1.0,RS-2019-46189694-APN-MTR,IF-2019-46184820-APN-MTR,2019-05-20 8:01:01,,,2019-05-20 8:01:00,2019-06-21 11:00:00
81-0020-LPU19,CAPILLAS DE RESPONSO DE LOS CEMENTERIOS ALEMÁN Y BRITÁNICO,81/0,81/100 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN,325,325 - Ministerio del Interior,EE-10990,Disponible Para Adjudicar,CAPILLAS DE RESPONSO DE LOS CEMENTERIOS ALEMÁN Y BRITÁNICO,Licitación Pública,81-35-SCO19,1.1,Ajuste Alzado;,12785032.5,PLIEG-2018-22794903-APN-MI,PLIEG-2019-37560139-APN-DNPYDOP#MI,2019-05-24 0:01:01,2019-05-24 0:00:00,15,2019-05-24 10:00:00,2019-06-19 15:00:00
82-0016-LPU19,CONSTRUCCION DE JARDIN DE INFANTES  - PEHUAJO  - PCIA DE BUENOS AIRES,82/0,82/000 - Dirección General de Administración y Gestión Financiera - ME,330,330 - Ministerio de Educación,EE-10986,Con Documento Contractual,CONSTRUCCION DE JARDIN DE INFANTES  - PEHUAJO  - PCIA DE BUENOS AIRES,Licitación Pública,82-21-SCO19,,Ajuste Alzado;,21293964.83,PLIEG-2019-37480520-APN-DGAYGFME#MECCYT,PLIEG-2019-37480073-APN-DGAYGFME#MECCYT,2019-06-03 9:01:00,2019-06-04 0:00:00,15,2019-06-03 10:00:00,2019-06-26 18:00:00
81-0004-LPU19,"EDIFICIOS SEDE DEL MINISTERIO DEL INTERIOR, OBRAS PÚBLICAS Y VIVIENDA",81/0,81/100 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN,325,325 - Ministerio del Interior,EE-10964,En Evaluacion,"EDIFICIOS SEDE DEL MINISTERIO DEL INTERIOR, OBRAS PÚBLICAS Y VIVIENDA",Licitación Pública,81-8-SCO19,1.1,Ajuste Alzado;,75172897.16,PLIEG-2018-22794903-APN-MI,PLIEG-2019-45678005-APN-DNPYDOP#MI,2019-06-14 19:01:01,2019-06-14 0:00:00,15,2019-06-14 8:00:00,2019-07-17 15:00:00
81-0019-LPU19,TEATRO CERVANTES-REHABILITACIÓN ASCENSORES,81/0,81/100 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN,325,325 - Ministerio del Interior,EE-10985,Desierto,"TEATRO CERVANTES-REHABILITACIÓN ASCENSORES:   ASCENSORES N° 3 y 4  • Demolición necesaria para su unificación  • Desmonte y retiro de ascensores existentes  • Revisión y refuerzo de la estructura.  • Modificación de pasadizo y sala de máquinas, para la instalación del nuevo ascensor  • Instalación de un (1) nuevo ascensor de carga (Ascensor Nº3).  • Restauración del entorno.  ASCENSORES N° 1, 2 y 5  • Modernización de ascensores de pasajeros    • Restauración del entorno.  INSTALACIÓN ELÉCTRICA  • Provisión e instalación de los tableros en cada sala de ascensores  • Provisión e instalación de los cables desde cada tablero de ascensores hasta el TGBT (Tablero General de Baja Tensión)  ",Licitación Pública,81-34-SCO19,1.1,Ajuste Alzado;,18986700.84,PLIEG-2018-22794903-APN-MI,PLIEG-2019-48694046-APN-DNPYDOP#MI,2019-07-05 0:01:00,2019-07-05 0:00:00,15,2019-07-05 8:00:00,2019-08-02 15:00:00
74-0010-LPU19,Construcción de Muelle Cabecera Norte en el Parque Nacional Lago Puelo,74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EE-11002,Dejado Sin Efecto,Construcción de Muelle Cabecera Norte en el Parque Nacional Lago Puelo,Licitación Pública,74-293-SCO19,,Ajuste Alzado;,148750000.0,RS-2019-48342749-APN-D#APNAC,PLIEG-2019-48339041-APN-DNIN#APNAC,2019-07-05 0:01:01,,,2019-07-05 12:00:00,2019-12-12 12:00:00
74-0013-LPU19,Refacción y refuncionalización Centro de Visitantes Parque Nacional El Palmar,74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EE-11004,Dejado Sin Efecto,Refacción y refuncionalización Centro de Visitantes Parque Nacional El Palmar,Licitación Pública,74-282-SCO19,1.1,Ajuste Alzado;,12573887.43,RS-2019-48342749-APN-D#APNAC,PLIEG-2019-60719242-APN-DNIN#APNAC,2019-07-15 0:01:00,2019-07-15 0:00:00,15,2019-07-15 9:00:00,2019-08-28 12:00:00
46/13-0016-LPU19,OBRA DE CONSERVACIÓN MEJORATIVA RUTA NACIONAL N° 40 PCIA. DE CHUBUT,46/13,46/13 - 13° Chubut - DNV,604,604 - Dirección Nacional de Vialidad,EE-10971,Dejado Sin Efecto,OBRA DE CONSERVACIÓN MEJORATIVA RUTA NACIONAL N° 40 PCIA. DE CHUBUT,Licitación Pública,46/13-30-SCO19,1.5,Unidad de medida;,38749000.0,PLIEG-2019-43154274-APN-DCHU#DNV,PLIEG-2019-43154274-APN-DCHU#DNV,2019-07-15 0:01:00,,,2019-08-08 0:00:00,2019-08-09 9:00:00
46-0028-LPU19,"OBRA: “DEMOLICIÓN Y RECONSTRUCCIÓN DE ALCANTARILLA SOBRE A° SAN JOSÉ - R. N. N° 14 - MISIONES""",46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-10977,Fracasado,"OBRA: “DEMOLICIÓN Y RECONSTRUCCIÓN DE ALCANTARILLA SOBRE A° SAN JOSÉ.  RUTA NACIONAL N° 14. - TRAMO: LÍMITE CORRIENTES/ MISIONES - SAN JOSÉ - SECCIÓN: KM. 790,33 - PROVINCIA DE MISIONES.",Licitación Pública,46-273-SCO19,1.5,Unidad de medida;,14518000.0,PLIEG-2019-21227656-APN-LYC#DNV,PLIEG-2019-21227656-APN-LYC#DNV,2019-07-18 0:01:01,,,2019-07-18 8:00:00,2019-09-16 23:59:00
46-0004-LPU19,PROYECTO: RUTA NACIONAL N° 12.  ACCESO PARANÁ – SAN BENITO POR AUTOPISTA.  OBRA: VINCULACIÓN RUTA NACIONAL N° 12 CON AV. CIRCUNVALACIÓN DE PARANÁ.  RUTA NACIONAL N° 12.  TRAMO: PUENTE S/ A° SAUCESITO – AV. ALMAFUERTE.  PROVINCIA DE ENTRE RÍOS.,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-10966,Adjudicado,PROYECTO: RUTA NACIONAL N° 12.  ACCESO PARANÁ – SAN BENITO POR AUTOPISTA.  OBRA: VINCULACIÓN RUTA NACIONAL N° 12 CON AV. CIRCUNVALACIÓN DE PARANÁ.  RUTA NACIONAL N° 12.  TRAMO: PUENTE S/ A° SAUCESITO – AV. ALMAFUERTE.  PROVINCIA DE ENTRE RÍOS.,Licitación Pública,46-299-SCO19,1.5,Ajuste Alzado;,575000000.0,PLIEG-2018-18990012-APN-LYC#DNV,PLIEG-2018-18990012-APN-LYC#DNV,2019-07-18 0:01:01,2019-07-18 0:00:00,15,2019-07-18 8:00:00,2019-09-13 23:59:00
46-0032-LPU19,"OBRA DE CONSERVACIÓN MEJORATIVA, RUTA NACIONAL N° 1V38, TRAMO:  CONCEPCIÓN – FAMAILLÁ, SECCIÓN: ACC. A MONTEROS (KM. 758,50) – EMP. RN N° 38 (KM. 778,90), en Jurisdicción de la Provincia de TUCUMÁN.-",46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-10981,Dejado Sin Efecto,"OBRA DE CONSERVACIÓN MEJORATIVA, RUTA NACIONAL N° 1V38, TRAMO:  CONCEPCIÓN – FAMAILLÁ, SECCIÓN: ACC. A MONTEROS (KM. 758,50) – EMP. RN N° 38 (KM. 778,90), en Jurisdicción de la Provincia de TUCUMÁN.-",Licitación Pública,46-239-SCO19,1.5,Unidad de medida;,29610000.0,PLIEG-2019-21229265-APN-LYC#DNV,PLIEG-2019-21229265-APN-LYC#DNV,2019-07-19 0:01:00,,,2019-07-19 9:00:00,2019-09-16 23:59:00
46-0033-LPU19,OBRA DE CONSERVACIÓN MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR - PUENTE POSADAS (ARG.) – ENCARNA,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-10982,Dejado Sin Efecto,OBRA DE CONSERVACIÓN MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR - PUENTE POSADAS (ARG.) – ENCARNACIÓN (PARAGUAY). “SAN ROQUE GONZÁLEZ DE SANTA CRUZ.”,Licitación Pública,46-274-SCO19,1.5,Unidad de medida;,90380000.0,PLIEG-2019-21220629-APN-LYC#DNV,PLIEG-2019-21220629-APN-LYC#DNV,2019-07-19 0:01:00,,,2019-07-19 9:00:00,2019-09-17 23:59:00
88-0001-LPR19,"Depósito Residuos Especiales, Morgue y Lavadero",88/0,88/00 - Compras - Instituto Nacional de Rehabilitación Psicofísica del Sur,910,"910 - Instituto Nacional de Rehabilitación Psicofísica del Sur ""Dr. Juan Otimio Tesone"" ",EE-11010,Dejado Sin Efecto,"Depósito Residuos Especiales, Morgue y Lavadero",Licitación Privada,88-14-SCO19,1.1,Ajuste Alzado;,4500000.0,PLIEG-2019-64567350-APN-INAREPS#MSYDS,PLIEG-2019-64568743-APN-INAREPS#MSYDS,2019-07-19 6:01:00,2019-07-24 0:00:00,5,2019-07-26 6:00:00,2019-08-20 12:00:00
14-0013-LPR19,MONTAJE DE TECHO METALICO,14/0,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,EE-10947,Desierto,MONTAJE DE TECGO METALICO,Licitación Privada,14-549-SCO18,1.5,Ajuste Alzado;,3000000.0,PLIEG-2018-49022512-APN-GAYF#CNEA,IF-2018-58899950-APN-GAYF#CNEA,2019-07-24 10:01:00,2019-07-25 0:00:00,2,2019-07-26 10:00:00,2019-08-12 16:00:00
34-0006-LPU19,Adecuación del edificio de la calle Alsina 470 CABA para reubicar el Tribunal Fiscal de la Nación,34/0,34/000 - Dirección General de Administración - MHA,357,357 - Ministerio de Economía,EE-11003,Adjudicado,Adecuación del edificio de la calle Alsina 470 CABA para reubicar el Tribunal Fiscal de la Nación,Licitación Pública,34-32-SCO19,1.1,Ajuste Alzado;,29046173.95,RS-2019-67104077-APN-MHA,PLIEG-2019-66400638-APN-DGA#MHA,2019-07-25 14:01:00,,,2019-07-26 11:00:00,2019-09-04 10:00:00
74-0020-LPU19,Construcción de Galpón - Taller en el Parque Nacional Lihue Calel,74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EE-11020,Adjudicado,Construcción de Galpón - Taller en el Parque Nacional Lihue Calel,Licitación Pública,74-373-SCO19,,Ajuste Alzado;,20600000.0,RS-2019-48342749-APN-D#APNAC,PLIEG-2019-49517720-APN-DNIN#APNAC,2019-08-09 0:01:00,2019-08-09 0:00:00,15,2019-08-09 10:00:00,2019-09-20 10:00:00
46/1-0069-LPU19,"ALTEO Y RECONST. DE LA CALZADA RNNº 3-TRAMO CNEL. DORREGO-EMP. RNNº 249 KM 607,56-KM 608,63",46/1,46/01 - 19° Bahía Blanca - DNV,604,604 - Dirección Nacional de Vialidad,EE-11009,Adjudicado,"ALTEO Y RECONST. DE LA CALZADA RNNº 3-TRAMO CNEL. DORREGO-EMP. RNNº 249 KM 607,56-KM 608,63",Licitación Pública,46/1-1019-SCO19,1.5,Unidad de medida;,32884000.0,PLIEG-2019-68033886-APN-DBB#DNV,PLIEG-2019-68033886-APN-DBB#DNV,2019-08-13 0:01:00,,,2019-09-02 8:00:00,2019-09-17 23:50:00
81/9-0020-CDI19,OPERACIÓN Y MANTENIMIENTO DEL SISTEMA NACIONAL DE RADARES METEOROLOGICOS - SINARAME,81/9,81/9 - Recursos Hídricos,325,325 - Ministerio del Interior,EE-11022,Adjudicado,OPERACIÓN Y MANTENIMIENTO DEL SISTEMA NACIONAL DE RADARES METEOROLOGICOS - SINARAME,Contratación Directa,81/9-61-SCO19,,Ajuste Alzado; Unidad de medida;,408251915.16,PLIEG-2018-22794903-APN-MI,PLIEG-2019-72344426-APN-DCU#MI,2019-08-21 9:01:01,,,2019-08-21 10:00:00,2019-09-10 16:00:00
46/17-0036-LPU19,RN 12 -BACHEO CON MEZCLA BITUMINOSA TIPO CONCRETO ASFÁLTICO EN CALIENTE.,46/17,46/17 - 17° Entre Rios - DNV,604,604 - Dirección Nacional de Vialidad,EE-10983,Adjudicado,RN 12 -BACHEO CON MEZCLA BITUMINOSA TIPO CONCRETO ASFÁLTICO EN CALIENTE.,Licitación Pública,46/17-97-SCO19,1.5,Unidad de medida;,33373000.0,PLIEG-2019-70752892-APN-DER#DNV,IF-2019-70288175-APN-DER#DNV,2019-08-29 15:01:00,2019-08-29 0:00:00,15,2019-08-29 8:00:00,2019-09-19 12:00:00
46/12-0074-LPU19,"Obra de conservación mejorativa Ejecución de bacheo y microaglomerado asfáltico en frío RN Nº 237""""""",46/12,46/12 - 12° Neuquen - DNV,604,604 - Dirección Nacional de Vialidad,EE-11018,Adjudicado,"Obra de conservación mejorativa Ejecución de bacheo y microaglomerado asfáltico en frío RN Nº 237""""""",Licitación Pública,46/12-1246-SCO19,1.5,Unidad de medida;,32861000.0,PLIEG-2019-74707328-APN-DNQ#DNV,PLIEG-2019-74707328-APN-DNQ#DNV,2019-08-30 0:01:00,2019-08-30 0:00:00,29,2019-09-02 0:00:00,2019-09-23 13:00:00
46/14-0085-LPU19,REFUERZO DE PILAS EN PUENTE LOS CORRALES,46/14,46/14 - 14° San Luis - DNV,604,604 - Dirección Nacional de Vialidad,EE-11023,Adjudicado,Refuerzo de pilas en Puente Los Corrales. RNN° 20 - Provincia de San Luis.,Licitación Pública,46/14-270-SCO19,1.5,Unidad de medida;,21820582.98,PLIEG-2019-77317775-APN-DSL#DNV,,2019-08-30 0:01:01,2019-08-30 0:00:00,15,2019-08-30 8:00:00,2019-10-23 23:59:00
46/14-0088-LPU19,ACCESO CANALIZADO - LOCALIDAD DE NOGOLI,46/14,46/14 - 14° San Luis - DNV,604,604 - Dirección Nacional de Vialidad,EE-11026,Adjudicado,ACCESO CANALIZADO - LOCALIDAD DE NOGOLI,Licitación Pública,46/14-1325-SCO19,1.5,Unidad de medida;,24179950.65,PLIEG-2019-78064164-APN-DSL#DNV,PLIEG-2019-78064164-APN-DSL#DNV,2019-09-03 0:01:01,2019-09-03 0:00:00,15,2019-09-03 9:00:00,2019-11-05 23:59:00
46/8-0095-LPU19,R.N. Nº 79; TRAMO: EMP. R.N. 38 – LTE. LA RIOJA/CATAMARCA; BACHEO SUPERFICIAL,46/8,46/08 - 8° La Rioja - DNV,604,604 - Dirección Nacional de Vialidad,EE-11028,Adjudicado,R.N. Nº 79; TRAMO: EMP. R.N. 38 – LTE. LA RIOJA/CATAMARCA; BACHEO SUPERFICIAL,Licitación Pública,46/8-733-SCO19,1.3;1.5,Unidad de medida;,29693000.0,PLIEG-2019-78439886-APN-DLR#DNV,PLIEG-2019-78439886-APN-DLR#DNV,2019-09-03 8:01:01,2019-09-04 0:00:00,15,2019-09-03 8:01:00,2019-09-23 10:00:00
46/8-0086-LPU19,R.N. Nº 141; TRAMO: CHEPES - LTE. LA RIOJA/SAN JUAN; BACHEO SUPERFICIAL,46/8,46/08 - 8° La Rioja - DNV,604,604 - Dirección Nacional de Vialidad,EE-11024,Adjudicado,R.N. Nº 141; TRAMO: CHEPES - LTE. LA RIOJA/SAN JUAN; BACHEO SUPERFICIAL,Licitación Pública,46/8-727-SCO19,1.5,Unidad de medida;,26873000.0,PLIEG-2019-78124434-APN-DLR#DNV,PLIEG-2019-78124434-APN-DLR#DNV,2019-09-03 8:01:01,2019-09-04 0:00:00,15,2019-09-03 8:01:00,2019-09-23 10:00:00
46/8-0072-LPU19,R.N. N° 79; TRAMO: OLTA – CHAMICAL EMP. RN38; BACHEO SUPERFICIAL,46/8,46/08 - 8° La Rioja - DNV,604,604 - Dirección Nacional de Vialidad,EE-11017,Adjudicado,R.N. N° 79; TRAMO: OLTA – CHAMICAL EMP. RN38; BACHEO SUPERFICIAL,Licitación Pública,46/8-715-SCO19,1.3;1.5,Unidad de medida;,29209000.0,PLIEG-2019-77680751-APN-DLR#DNV,PLIEG-2019-77680751-APN-DLR#DNV,2019-09-03 8:01:01,2019-09-04 0:00:00,15,2019-09-03 8:01:00,2019-09-23 10:00:00
46/8-0052-LPU19,R.N. Nº 76: CONSTRUCCIÓN DE PUENTE SOBRE RIO EL MEDANO,46/8,46/08 - 8° La Rioja - DNV,604,604 - Dirección Nacional de Vialidad,EE-10997,Fracasado,R.N. Nº 76: CONSTRUCCIÓN DE PUENTE SOBRE RIO EL MEDANO,Licitación Pública,46/8-736-SCO19,1.5,Unidad de medida;,55143033.0,PLIEG-2019-77163770-APN-DLR#DNV,PLIEG-2019-77163770-APN-DLR#DNV,2019-09-03 8:01:01,2019-09-04 0:00:00,15,2019-09-03 8:01:00,2019-09-23 10:00:00
46-0060-LPU19,OBRA: RUTA NACIONAL Nº A001 (Acceso Sudeste) - PROVINCIA DE BUENOS AIRES. TRAMO: WILDE – PUENTE NICO,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11001,En Apertura,"OBRA: RUTA NACIONAL N° A001 (Acceso Sudeste), TRAMO: WILDE – PUENTE NICOLAS AVELLANEDA, SECCIÓN: PUENTES S/A° SARANDÍ, CANAL SANTO DOMINGO, CALLE LAS FLORES Y AVENIDA SAN MARTIN Y TÚNELES PEATONALES EN CALLES LINCOLN Y BAHÍA BLANCA, TIPO DE OBRA: REPARACIÓN DE PUENTES, PROVINCIA DE BUENOS AIRES.",Licitación Pública,46-237-SCO19,1.5,Unidad de medida;,59268000.0,PLIEG-2019-66337509-APN-LYC#DNV,PLIEG-2019-66337509-APN-LYC#DNV,2019-09-17 0:01:00,,,2019-09-17 8:00:00,2019-10-25 23:59:00
