procedimiento_numero,procedimiento_nombre,uoc_codigo,uoc_descripcion,organismo_codigo_saf,organismo_nombre,expediente_procedimiento_numero,procedimiento_estado,procedimiento_objeto,procedimiento_tipo,solicitud_de_contratacion_numero,financiamiento_fuente_prev,sistema_contratacion,presupuesto_oficial_monto,pliego_condiciones_generales_numero_gedo,pliego_condiciones_particulares_numero_gedo,publicacion_contratar_fecha,publicacion_bora_fecha,publicacion_cantidad_dias,consultas_inicio_fecha,consultas_fin_fecha
46/11-0082-LPU20,RECONSTRUCCIÓN DE CALZADA Y DEFENSAS RUTA NACIONAL Nº 60 FIAMBALÁ – LAS ANGOSTURAS,46/11,46/11 - 11° Catamarca - DNV,604,604 - Dirección Nacional de Vialidad,EE-11072,Adjudicado,"RECONSTRUCCIÓN DE CALZADA Y DEFENSAS ENTRE LOS KILOMETROS 1.396 Y 1.404, RUTA NACIONAL Nº 60, TRAMO: FIAMBALÁ – LAS ANGOSTURAS, SECCIÓN: RÍO GUANCHÍN - QUEBRADA DE LAS ANGOSTURAS.",Licitación Pública,46/11-205-SCO21,1.1,Unidad de medida;,66647993.89,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-30036728-APN-DCAT#DNV,2021-04-12 23:01:00,2021-04-13 0:00:00,17,2021-04-13 7:00:00,2021-05-11 10:00:00
46/11-0060-LPU20,REHABILITACIÓN Y CONSTRUCCIÓN DE OBRAS DE ARTE Y REPARACIÓN DE ASENTAMIENTOS DE CALZADA Y BANQUINAS,46/11,46/11 - 11° Catamarca - DNV,604,604 - Dirección Nacional de Vialidad,EE-11060,Adjudicado,"ESTE TRAMO PRESENTA GRANDES DETERIOROS PRODUCTO DEL INCREMENTO DEL TRANSITO TANTO EN VOLUMEN COMO EN CARGAS Y EL EXTENSO PERIODO SIN INTERVENCIONES MAYORES, EL CUAL SOBREPASO AMPLIAMENTE LA VIDA UTIL DEL REFUERZO EJECUTADO EN SU OPORTUNIDAD",Licitación Pública,46/11-204-SCO21,1.1,Unidad de medida;,60621068.85,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-30038626-APN-DCAT#DNV,2021-04-12 23:01:00,2021-04-13 0:00:00,17,2021-04-13 7:00:00,2021-05-06 10:00:00
46-0012-LPU21,OBRA: CONSERVACIÓN MEJORATIVA - BACHEO Y CONSTRUCCIÓN DE CARPETA  CON MEZCLA ASFÁLTICA EN CALIENTE -,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11097,Adjudicado,"OBRA: CONSERVACIÓN MEJORATIVA - BACHEO Y CONSTRUCCIÓN DE CARPETA  CON MEZCLA ASFÁLTICA EN CALIENTE - RUTA NACIONAL N° 3 - PROVINCIA DE SANTA CRUZ - TRAMO: LTE. CHUBUT/SANTA CRUZ - CALETA OLIVIA -SECCIÓN: PROGRESIVA Km 1855,91 - PROGRESIVA Km 1908,00",Licitación Pública,46-1853-SCO20,1.3,Unidad de medida;,300264000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-20974558-APN-LYC#DNV,2021-04-22 0:01:00,,,2021-04-22 9:00:00,2021-05-20 23:59:00
46-0025-LPU21,"OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR, Ruta Nacional N°188 Tramo: Junín - Gral Villegas",46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11104,Adjudicado,"OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR, Ruta Nacional N°188 Tramo: Junín - Gral. Villegas, Sección: Km. 163,900 - Km. 360,950  PROVINCIA DE BUENOS AIRES.",Licitación Pública,46-1810-SCO20,1.3,Unidad de medida;,430991500.8,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-26477607-APN-LYC#DNV,2021-04-22 0:01:00,2021-04-22 0:00:00,15,2021-04-22 9:00:00,2021-05-17 23:59:00
46/9-0028-LPU21,"Demolición y reconstrucción de alcantarilla, mejoramiento de cauce y obras complementarias.-",46/9,46/09 - 9° San Juan - DNV,604,604 - Dirección Nacional de Vialidad,EE-11107,Adjudicado,"DEMOLICIÓN DE ALCANTARILLA EXISTENTE, RECONSTITUCIÓN Y MEJORAMIENTO DE CAUCE, CONSTRUCCIÓN DE ALCANTARILLA, RECONSTRUCCIÓN DE CALZADA Y OBRAS COMPLEMENTARIAS.  RUTA NACIONAL N° 149; TRAMO: BARREAL – SOROCAYENSE;   SECCIÓN: KM122,28; PROVINCIA DE SAN JUAN  ",Licitación Pública,46/9-376-SCO21,1.1,Unidad de medida;,47915106.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-24495345-APN-DSJ#DNV,2021-04-23 0:01:00,2021-04-23 0:00:00,15,2021-04-23 7:00:00,2021-05-18 13:00:00
46/11-0081-LPU20,"RECUPERACIÓN DE COTA DE CAUCE EN ALCANTARILLAS SOBRE LOS RÍOS LA CIÉNAGA, EL ICHANGA Y DON MARIANO",46/11,46/11 - 11° Catamarca - DNV,604,604 - Dirección Nacional de Vialidad,EE-11071,Adjudicado,"OBRA CONSERVACIÓN MEJORATIVA: RECUPERACIÓN DE COTAS DE CAUCES EN ALCANTARILLAS SOBRE LOS RÍOS LA CIÉNAGA, EL ICHANGA Y DON MARIANO - RUTA NACIONAL N° 40 – PROVINCIA DE CATAMARCA; TRAMO: R. AGUA CLARA – EL EJE; UBICACIÓN: Km 4106.75 (La Ciénaga), Km 4109,01 (El Ichanga) y Km 4111.18 (Don Mariano).",Licitación Pública,46/11-218-SCO21,1.1,Unidad de medida;,55617251.11,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-36839861-APN-DCAT#DNV,2021-04-29 23:31:00,2021-04-30 0:00:00,17,2021-04-30 7:00:00,2021-05-26 7:00:00
46/15-0030-LPU21,"Construcción de Pasarela Peatonal-RN Nº14-Prog.:871,70 Oberá-Misiones",46/15,46/15 - 15° Misiones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11110,Adjudicado,"construcción de un Puente Peatonal que cruce la Ruta Nacional N°14 a la altura del Prog.: 871.70. El mencionado Puente está constituido por elementos estructurales de Hormigón armado y/o pretensado prefabricados, como así también, realizados in-situ.",Licitación Pública,46/15-250-SCO21,1.1,Ajuste Alzado;,28920619.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-34947690-APN-DMIS#DNV,2021-05-04 12:01:00,2021-05-05 0:00:00,15,2021-05-06 8:00:00,2021-05-26 12:00:00
46-0032-LPU21,OBRA: CONSERVACIÓN MEJORATIVA - BACHEO Y EJECUCIÓN DE CARPETA CON MEZCLA ASFÁLTICA EN CALIENTE,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11112,Adjudicado,OBRA: CONSERVACIÓN MEJORATIVA - BACHEO Y EJECUCIÓN DE CARPETA CON MEZCLA ASFÁLTICA EN CALIENTE,Licitación Pública,46-354-SCO21,1.1,Unidad de medida;,185004000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-27953974-APN-LYC#DNV,2021-05-07 0:01:00,2021-05-07 0:00:00,15,2021-05-07 9:00:00,2021-06-03 23:59:00
46/13-0109-LPU20,PUESTA EN VALOR DE LAS INSTALACIONES CAMPAMENTO TECKA - 13º Distrito – Chubut,46/13,46/13 - 13° Chubut - DNV,604,604 - Dirección Nacional de Vialidad,EE-11088,Adjudicado,"PUESTA EN VALOR DE LAS INSTALACIONES CAMPAMENTO TECKA - 13º Distrito – Chubut.  UBICACIÓN: RUTA NACIONAL N° 40 KM 1677,00 - TECKA - PROVINCIA DE CHUBUT.",Licitación Pública,46/13-509-SCO21,1.1,Ajuste Alzado;,79394437.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-31802130-APN-DCHU#DNV,2021-05-07 0:01:00,2021-05-07 0:00:00,15,2021-05-07 7:00:00,2021-05-28 11:00:00
46/19-0055-LPU21,REPARACION DE VIGA y PROV. Y COLOC. DE PORTICO LIMITADOR DE ALTURA. PTE. S/ LAS FLORES - AVELLANEDA,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,EE-11129,Adjudicado,REPARACION DE VIGA y PROV. Y COLOC. DE PORTICO LIMITADOR DE ALTURA. PTE. S/ LAS FLORES - AVELLANEDA,Licitación Pública,46/19-124-SCO21,1.3,Ajuste Alzado;,16580000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-36604827-APN-DBA#DNV,2021-05-10 10:01:02,2021-05-11 0:00:00,15,2021-05-10 16:00:00,2021-06-23 12:00:00
46/6-0026-LPU21,Finalización de la Refacción de la Sede del 6° Distrito Jujuy,46/6,46/06 - 6° Jujuy - DNV,604,604 - Dirección Nacional de Vialidad,EE-11105,Fracasado,Obra de Conservación Mejorativa: “Finalización de la Ampliación de la Sede del 6° Distrito Jujuy”.,Licitación Pública,46/6-246-SCO21,1.3,Ajuste Alzado;,37554625.23,PLIEG-2021-35088257-APN-DJJ#DNV,PLIEG-2021-35088257-APN-DJJ#DNV,2021-05-12 9:01:00,,,2021-06-17 9:00:00,2021-07-02 12:00:00
46/19-0068-LPU21,REACONDICIONAMIENTO SISTEMA DE ILUMINACION ROTONDA RN 3 Y RP 6 CAÑUELAS PCIA. DE BUENOS AIRES,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,EE-11143,Con_Documentos_Contractuales_Autorizados,REACONDICIONAMIENTO SISTEMA DE ILUMINACION ROTONDA RN 3 Y RP 6 CAÑUELAS PCIA. DE BUENOS AIRES,Licitación Pública,46/19-599-SCO21,1.1,Ajuste Alzado;,6273000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-42729870-APN-DBA#DNV,2021-05-19 10:01:00,2021-05-20 0:00:00,15,2021-05-19 19:00:00,2021-07-01 17:00:00
46/19-0088-LPU21,PUESTA EN VALOR Y MANTENIMIENTO DE TECHO PASARELAS EN EL PUENTE NICOLAS AVELLANEDA 1° DTO.,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,EE-11151,Adjudicado,PUESTA EN VALOR Y MANTENIMIENTO DE TECHO PASARELAS EN EL PUENTE NICOLAS AVELLANEDA 1° DTO.,Licitación Pública,46/19-582-SCO21,1.1,Ajuste Alzado;,19180500.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-40622657-APN-DBA#DNV,2021-05-20 16:01:00,2021-05-21 0:00:00,15,2021-05-21 14:00:00,2021-07-07 14:00:00
46/14-0079-LPU21,ACCESO CANALIZADO – LOCALIDAD DE SAN JERÓNIMO - OBRA DE SEGURIDAD VIAL,46/14,46/14 - 14° San Luis - DNV,604,604 - Dirección Nacional de Vialidad,EE-11147,Adjudicado,Acceso Canalizado – Localidad de San Jerónimo - Ruta Nacional N° 147 - Tramo: Int.R.N.V146 - Acc. a San Jerónimo   Sección: Km. 816.05 - Km. 833.10  Provincia de San Luis,Licitación Pública,46/14-259-SCO21,1.1,Unidad de medida;,68987647.22,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-46401669-APN-DSL#DNV,2021-05-29 0:01:00,,,2021-05-31 1:05:00,2021-07-12 18:00:00
14-0007-LPU21,CAÑEROS DE DATOS Y RED CLOACAL EDIFICIO N° 52 - GAIYANN,14/0,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,EE-11130,Dejado Sin Efecto,"Esta Contratación comprende la Provisión de materiales y mano de obra para la ejecución de los siguientes trabajos:    • Tareas Preliminares y complementarias  • Demolición  • Movimiento de suelo   • Relleno de terreno  • Construcción de cañeros   • Instalación Cloacal  • Todo trabajo que hace a la ejecución de la obra""  """,Licitación Pública,14-329-SCO21,,Ajuste Alzado;,1950000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-47928358-APN-GAYF#CNEA,2021-06-03 10:01:00,,,2021-08-03 10:00:00,2021-08-27 16:00:00
14-0008-LPU21,REFACCIÓN Y REACONDICIONAMIENTO SOTANO DEL EDIFICIO N°42 - GAIYANN,14/0,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,EE-11133,Adjudicado,"Esta Contratación comprende la Provisión de materiales y mano de obra para la ejecución de los siguientes trabajos:  • Tareas Preliminares y complementarias  • Demolición  • Movimiento de suelo   • Hormigón   • Contrapisos  • Pinturas  • Todo trabajo que hace a la ejecución de la obra  Las especificaciones técnicas tienen un carácter descriptivo y no taxativo, por lo que el Contratista queda obligado a la ejecución de todo trabajo que implícitamente resulte necesario para lograr el correcto funcionamiento de las instalaciones.""  """,Licitación Pública,14-384-SCO21,,Ajuste Alzado;,25000000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-47927861-APN-GAYF#CNEA,2021-06-03 10:01:00,,,2021-08-03 10:00:00,2021-08-27 16:00:00
46/11-0096-LPU21,READECUACION INTEGRAL CAMPAMENTO LA MERCED - SEGUNDO LLAMADO,46/11,46/11 - 11° Catamarca - DNV,604,604 - Dirección Nacional de Vialidad,EE-11161,Dejado Sin Efecto,"Readecuación Integral del Campamento La Merced del 11° Distrito Catamarca - DNV. Readecuación de la vivienda del personal, cocina, comedor, baños y el sector de descanso. Se adecuará el taller de equipos, contemplando la ejecución del pavimentado con adoquines de hormigón intertrabados en la playa de maniobras.",Licitación Pública,46/11-803-SCO21,1.3,Ajuste Alzado;,26762382.5,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-47786763-APN-DCAT#DNV,2021-06-03 12:01:00,,,2021-06-03 13:00:00,2021-07-23 10:00:00
74-0013-LPU21,Const. de Sede Administrativa - Sub. Coord. Reg. Sur (DNIN) y Dirección Reg. Patagonia Austral (DNC),74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,EE-11148,Adjudicado,Const. de Sede Administrativa - Sub. Coord. Reg. Sur (DNIN) y Dirección Reg. Patagonia Austral (DNC),Licitación Pública,74-160-SCO21,,Ajuste Alzado;,44797290.77,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-35147011-APN-DPR#APNAC,2021-06-07 0:01:00,2021-06-07 0:00:00,15,2021-06-07 10:00:00,2021-07-20 10:00:00
46/16-0057-LPU21,OBRA DE CONSERVACION MEJORATIVA -RUTA NACIONAL Nº 89 - PROVINCIA DE SANTIAGO DEL ESTERO,46/16,46/16 - 16° Santiago del Estero - DNV,604,604 - Dirección Nacional de Vialidad,EE-11131,Adjudicado,"OBRA DE CONSERVACION MEJORATIVA, TIPO DE OBRA: BACHEO DE CALZADA, SELLADO DE FISURAS Y RECONSTRUCCION DE BANQUINAS EN RUTA NACIONAL Nº 89 - PROVINCIA DE SANTIAGO DEL ESTERO - TRAMO LIMITE CHACO/SGO. DEL ESTERO - QUIMILI, SECCION KM. 311,48 - KM. 382,11",Licitación Pública,46/16-367-SCO21,1.1,Unidad de medida;,89930000.0,PLIEG-2021-29667115-APN-DESDE#DNV,,2021-06-10 6:01:00,,,2021-06-14 11:00:00,2021-07-13 11:00:00
14-0013-LPU21,MONTAJE DE CENTRO DE TRANSFORMACION Y TENDIDO DE RED DE MEDIA TENSION EDIFICIO N°52 DEL CAC -GAIYANN,14/0,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,EE-11154,Dejado Sin Efecto,"Esta Contratación comprende la Provisión de materiales y mano de obra para la ejecución de los siguientes trabajos:    • Tareas Preliminares y complementarias  • Demolición  • Movimiento de suelo   • Construcción de cañero eléctrico  • Hormigón   • Contrapisos  • Solados  • Tendido de conductor eléctrico de media tensión y conexionado  • Verificación, posicionamiento y conexionado de celda existente al tablero de MT  • Preparación del terreno y posicionamiento de centro de transformación  • Equipotencializacion con la puesta a tierra de servicio de la instalación  • Verificación de celdas y transformador del centro de trasformación.  • Inspecciones y ensayos para la puesta en servicio, incluyendo verificaciones, medidas y ensayos dieléctricos.   • Todo trabajo que hace a la ejecución de la obra    En un todo de acuerdo con el PLIEGO DE ESPECIFICACIONES TÉCNICAS  ""   """,Licitación Pública,14-645-SCO21,,Ajuste Alzado;,4500000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-52474148-APN-GAYF#CNEA,2021-06-15 10:01:00,,,2021-08-03 10:00:00,2021-09-03 16:00:00
501-0004-LPU21,Restauración y Puesta en Valor del Hotel N°1 Embalse Provincia de Córdoba,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EE-11102,Adjudicado,Protección y puesta en valor del edificio conservando los elementos y lenguaje  arquitectónicos de la envolvente y refuncionalización del interior incorporando sanitarios a cada habitación y la actualización de las instalaciones complementarias y la accesibilidad.,Licitación Pública,501-22-SCO21,1.5,Ajuste Alzado; Unidad de medida;,637317911.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-52919558-APN-DCYS#MOP,2021-06-23 9:01:00,,,2021-06-23 9:01:00,2021-09-15 17:00:00
46/19-0090-LPU21,Reparación y Mantenimiento de Puentes RN N° 3 -Pcia. Buenos Aires,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,EE-11152,Adjudicado,Reparación y Mantenimiento de Puentes RN N° 3 -Pcia. Buenos Aires,Licitación Pública,46/19-722-SCO21,1.1,Unidad de medida;,72297000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-42408044-APN-DBA#DNV,2021-06-24 12:01:00,2021-06-28 0:00:00,15,2021-06-25 12:00:00,2021-08-02 12:00:00
46/18-0095-LPU21,OBRA DE CONSERVACIÓN MEJOTATIVA EN LA RUTA NACIONAL N° 95 – PROVINCIA DE CHACO. TRAMO: EMPALME RUTA,46/18,46/18 - 18° Chaco - DNV,604,604 - Dirección Nacional de Vialidad,EE-11160,Adjudicado,"OBRA DE CONSERVACIÓN MEJOTATIVA EN LA RUTA NACIONAL N° 95 –  PROVINCIA DE CHACO. TRAMO: EMPALME RUTA NACIONAL 16 (Pcia. Roque S. Peña) – EMPALME EX  RUTA NAC. N° 95. SECCIÓN: Km. 1130,00 – Km. 1167,00",Licitación Pública,46/18-998-SCO21,1.1,Unidad de medida;,79826849.67,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-54543559-APN-DCHA#DNV,2021-06-29 10:01:00,2021-06-30 0:00:00,15,2021-06-29 11:00:00,2021-07-21 23:59:00
46/19-0118-LPU21,OBRA DE CONSERVACIÓN MEJORATIVA” RNN°33 SECCIÓN: E.A. DON JUAN (I)– EMPALME RNN°188 - TRENQUE-RUFINO,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,EE-11170,Adjudicado,"OBRA DE CONSERVACION MEJORATIVA” RN N° 33 TRAMO: TRENQUE LAUQUEN –RUFINO SECCION: E.A. DON JUAN (I) – EMPALME RN N° 188 (KM. 417,18 – KM. 437,080) GENERAL VILLEGAS - PCIA. DE BUENOS AIRES”.  ",Licitación Pública,46/19-1107-SCO21,1.1,Unidad de medida;,89895000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-56218312-APN-DBA#DNV,2021-06-30 10:01:00,2021-07-01 0:00:00,15,2021-07-01 10:00:00,2021-07-30 12:00:00
46/11-0120-LPU21,"BACHEO DE CALZADA, SELLADO DE FISURAS Y MICROAGLOMERADO EN FRIO RN 38 AV. CIRCUNVALACION",46/11,46/11 - 11° Catamarca - DNV,604,604 - Dirección Nacional de Vialidad,EE-11171,Adjudicado,"BACHEO DE CALZADA, SELLADO DE FISURAS Y MICROAGLOMERADO EN FRIO RN 38 AV. CIRCUNVALACION - TRAMO: RIO ONGOLI (Km 570,24) – EMP. RP EX RN 38 (I) ACC. A CAT (I) (Km. 585,78) ",Licitación Pública,46/11-1022-SCO21,1.1,Unidad de medida;,78716266.17,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-56648773-APN-DCAT#DNV,2021-07-01 23:01:00,2021-07-02 0:00:00,17,2021-07-02 10:00:00,2021-07-30 10:00:00
501-0005-LPU21,READECUACION DE LAS OBRAS DE EVACUACION DEL SISTEMA DE LA PICASA A LA CAÑADA DE LAS HORQUETAS,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EE-11113,Adjudicado,"Lograr la eficiente y correcta evacuación de los caudales excedentes de la cuenca de la laguna La Picasa hacia la Cañada Las Horquetas tal como fuera concebida en el proyecto original. La obra está compuesta de canales, puentes, alcantarillas reservorios, obras de derivación, obras de admisión, una Estación de Bombeo, una Línea Aérea de Media Tensión que provee de energía a la estación de bombeo.",Licitación Pública,501-13-SCO21,,Ajuste Alzado; Unidad de medida;,654873900.33,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-52101170-APN-DCYS#MOP,2021-07-08 0:01:00,,,2021-07-08 10:00:00,2021-09-17 17:00:00
501-0002-LPU21,MHN Biblioteca Popular de Paraná. Restauración y Puesta en Valor,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EE-11100,Dejado Sin Efecto,"Protección y puesta en valor del edificio conservando los elementos y lenguaje arquitectónicos, ejecutando los siguientes trabajos:   a) Relevamiento completo de la estructura edilicia tendiente a reparar los daños y/o deterioros, restableciendo las características originales del edificio.  b) Dotar al Edificio de todas las obras necesarias para actualizar y optimizar su funcionamiento.   c) Reorganizar en forma integral, el esquema de funcionamiento del Edificio, y sus instalaciones eléctricas, termomecánicas y sanitarias.   Dos áreas son las destacadas como medulares para la intervención:   d) Salón Biblioteca ex Sala de Lectura: Se instalará mobiliario nuevo con alta capacidad de guardado, organización, protección y control de los libros.  e) Salón de Actos: se amplia la capacidad de la boca de escenario y se instalará nuevo equipamiento de iluminación y sonido, También se implementarán en Planta Baja dos salas menores para Conferencias, Exposiciones y Workshops, que habilitan el posible uso como Centro de Convenciones.   ",Licitación Pública,501-18-SCO21,1.5,Ajuste Alzado; Unidad de medida;,115836860.21,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-52864877-APN-DCYS#MOP,2021-07-13 0:01:00,,,2021-07-13 10:00:00,2021-10-07 17:00:00
501-0003-LPU21,Restauración y Puesta en Valor del Hotel N°4 UT Chapadmalal,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EE-11101,Dejado Sin Efecto,"Refuncionalización Edilicia, que abarca la totalidad de la superficie cubierta y de sus instalaciones complementarias, y la restauración de la envolvente.",Licitación Pública,501-20-SCO21,1.5,Ajuste Alzado; Unidad de medida;,618229589.1,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-61451333-APN-DCYS#MOP,2021-07-15 0:01:00,2021-07-15 0:00:00,15,2021-07-15 10:00:00,2021-08-27 17:00:00
46-0098-LPU21,OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR - RUTA NACIONAL Nº 188.,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11162,Adjudicado,"OBRA MEJORATIVA Y DE MANTENIMIENTO SISTEMA MODULAR.  RUTA NACIONAL Nº 188.  TRAMO: Emp.R.N. N°33 (VILLEGAS) - REALICO.  SECCION: Km 360,95 (do.360,97) - Km 478,90 (do.478,78).  PROVINCIA DE BUENOS AIRES Y LA PAMPA.",Licitación Pública,46-504-SCO21,1.1,Unidad de medida;,654993000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-55048615-APN-LYC#DNV,2021-07-16 0:01:00,2021-07-16 0:00:00,15,2021-07-16 9:00:00,2021-08-18 23:59:00
46-0099-LPU21,"RECICLADO DEL PAQUETE ESTRUCTURAL EXISTENTE, RESTITUCIÓN DE BASE Y CARPETA DE CONCRETO ASFÁLTICO",46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11163,Adjudicado,"RECICLADO DEL PAQUETE ESTRUCTURAL EXISTENTE, RESTITUCIÓN DE BASE Y CARPETA DE CONCRETO ASFÁLTICO",Licitación Pública,46-193-SCO21,1.1,Unidad de medida;,350621000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-58761014-APN-LYC#DNV,2021-07-23 0:01:00,2021-07-23 0:00:00,15,2021-07-23 9:00:00,2021-08-24 23:59:00
46-0131-LPU21,Obra Ruta Nacional N° 33 - Repavimentación y Banquinas.,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11184,Adjudicado,"Obra Ruta Nacional N° 33 - Repavimentación y Banquinas, Tramo: RN N° 188 (Gral. Villegas) - RN N° 7 (Rufino) Sección: Km. 437,080 - Km. 534,61, Provincias de Santa Fe y Buenos Aires.",Licitación Pública,46-1242-SCO21,1.4,Ajuste Alzado;,3050033900.31,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-63633864-APN-LYC#DNV,2021-07-23 0:01:00,,,2021-07-23 9:00:00,2021-10-15 23:59:00
46/16-0059-LPU21,"Iluminación Rotonda - Localidad de Bandera RN N° 98 (Km 226,31) - Provincia de Santiago del Estero",46/16,46/16 - 16° Santiago del Estero - DNV,604,604 - Dirección Nacional de Vialidad,EE-11135,Fracasado,,Licitación Pública,46/16-366-SCO21,1.1,Unidad de medida;,41070000.0,PLIEG-2021-60199293-APN-DESDE#DNV,IF-2021-60633332-APN-DESDE#DNV,2021-07-26 0:01:00,,,2021-07-26 9:00:00,2021-09-13 11:00:00
40/31-0054-LPU21,REPARACION PARCIAL EDIFICO Nº 17 - SUBMURACION LAVADERO MECANICO E.S.F.A. - ETAPA I - PCIA. CORDOBA,40/31,40/031 - OUC INFRA,381,381 - Estado Mayor General de La Fuerza Aérea,EE-11181,Adjudicado,"La descripción y especificación de las tareas necesarias a ejecutar para realizar la Reparación Integral del Edificio Nº 17, Lavadero Mecánico ESFA, Etapa I, sito en Av. Fuerza Aérea Argentina Km. 4,5, Coódoba, Provincia de Córdoba. Esta reparación se realizará por etapas, comprendiéndose en este pliego la 1er. Etapa de la Reparación.",Licitación Pública,40/31-1121-SCO21,,Ajuste Alzado;,2867750.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-68000002-APN-DINF#FAA,2021-07-28 0:01:00,,,2021-07-28 0:05:00,2021-08-19 16:00:00
46/14-0127-LPU21,PUESTA EN VALOR INSTALACIONES  PUESTO DE CONTROL DE PESOS Y DIMENSIONES EN LA LOCAL NUEVA GALIA.,46/14,46/14 - 14° San Luis - DNV,604,604 - Dirección Nacional de Vialidad,EE-11180,Dejado Sin Efecto,"PUESTA EN VALOR DE LAS INSTALACIONES DEL PUESTO DE CONTROL DE PESOS Y DIMENSIONES EN LA LOCALIDAD DE NUEVA GALIA, RUTA NACIONAL  N° 188, KM. 570.",Licitación Pública,46/14-544-SCO21,1.1,Unidad de medida;,5193136.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-67542308-APN-DSL#DNV,2021-07-30 0:01:00,,,2021-07-30 0:05:00,2021-09-03 17:00:00
